InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV50091,ITEM_146,Product Description ITEM_146,16,2025-01-11 00:00:00,55.05,10024,Germany
INV50091,ITEM_119,Product Description ITEM_119,5,2025-01-07 00:00:00,32.7,10093,United Kingdom
INV50091,ITEM_118,Product Description ITEM_118,17,2025-03-02 00:00:00,176.09,10046,United Kingdom
INV50092,ITEM_128,Product Description ITEM_128,10,2025-03-15 00:00:00,30.58,10095,Spain
INV50092,ITEM_109,Product Description ITEM_109,21,2025-01-02 00:00:00,249.24,10099,United Kingdom
INV50092,ITEM_117,Product Description ITEM_117,18,2025-06-15 00:00:00,47.9,10116,Germany
INV50093,ITEM_127,Product Description ITEM_127,7,2025-01-04 00:00:00,149.55,10067,United Kingdom
CINV50093,ITEM_134,Product Description ITEM_134,-3,2025-02-16 00:00:00,104.32,10128,United Kingdom
INV50093,ITEM_142,Product Description ITEM_142,13,2025-03-16 00:00:00,33.78,10018,United Kingdom
INV50094,ITEM_146,Product Description ITEM_146,15,2025-05-03 00:00:00,9.39,10025,United Kingdom
INV50094,ITEM_130,Product Description ITEM_130,20,2025-03-17 00:00:00,156.63,10054,United Kingdom
INV50094,ITEM_126,Product Description ITEM_126,19,2025-04-08 00:00:00,202.17,10058,USA
INV50095,ITEM_110,Product Description ITEM_110,3,2025-01-25 00:00:00,210.9,10067,United Kingdom
INV50095,ITEM_148,Product Description ITEM_148,4,2025-04-12 00:00:00,121.97,10104,United Kingdom
INV50095,ITEM_148,Product Description ITEM_148,5,2025-01-06 00:00:00,194.92,10024,United Kingdom
INV50096,ITEM_137,Product Description ITEM_137,1,2025-05-16 00:00:00,169.03,10114,United Kingdom
INV50096,ITEM_104,Product Description ITEM_104,4,2025-02-17 00:00:00,181.75,10032,United Kingdom
INV50096,ITEM_107,Product Description ITEM_107,12,2025-04-12 00:00:00,124.42,10086,United Kingdom
INV50097,ITEM_133,Product Description ITEM_133,24,2025-02-06 00:00:00,159.27,10127,Germany
INV50097,ITEM_147,Product Description ITEM_147,10,2025-03-03 00:00:00,201.87,10130,Spain
INV50097,ITEM_111,Product Description ITEM_111,23,2025-02-14 00:00:00,100.98,10017,United Kingdom
INV50098,ITEM_137,Product Description ITEM_137,21,2025-03-20 00:00:00,201.98,10104,United Kingdom
INV50098,ITEM_100,Product Description ITEM_100,20,2025-01-06 00:00:00,149.02,10137,USA
INV50098,ITEM_130,Product Description ITEM_130,24,2025-01-04 00:00:00,43.56,10043,Germany
INV50099,ITEM_103,Product Description ITEM_103,13,2025-01-18 00:00:00,8.61,10039,United Kingdom
INV50099,ITEM_148,Product Description ITEM_148,23,2025-01-11 00:00:00,92.28,10026,USA
INV50099,ITEM_144,Product Description ITEM_144,14,2025-05-04 00:00:00,137.81,10099,United Kingdom
INV50100,ITEM_149,Product Description ITEM_149,23,2025-01-15 00:00:00,210.36,10050,USA
INV50100,ITEM_104,Product Description ITEM_104,5,2025-08-12 00:00:00,34.05,10013,United Kingdom
INV50100,ITEM_129,Product Description ITEM_129,4,2025-01-25 00:00:00,200.55,10060,United Kingdom
INV50101,ITEM_123,Product Description ITEM_123,14,2025-01-13 00:00:00,216.09,10135,France
INV50101,ITEM_102,Product Description ITEM_102,10,2025-04-04 00:00:00,39.8,10057,United Kingdom
INV50101,ITEM_110,Product Description ITEM_110,17,2025-03-06 00:00:00,213.27,10036,United Kingdom
INV50102,ITEM_144,Product Description ITEM_144,10,2025-02-11 00:00:00,247.88,10020,United Kingdom
INV50102,ITEM_103,Product Description ITEM_103,7,2025-02-18 00:00:00,182.39,10065,Spain
INV50102,ITEM_125,Product Description ITEM_125,16,2025-03-18 00:00:00,196.73,10008,France
INV50103,ITEM_126,Product Description ITEM_126,1,2025-01-16 00:00:00,248.62,10144,Germany
INV50103,ITEM_145,Product Description ITEM_145,17,2025-12-03 00:00:00,152.36,10142,United Kingdom
INV50103,ITEM_142,Product Description ITEM_142,21,2025-08-09 00:00:00,78.7,10115,France
INV50104,ITEM_126,Product Description ITEM_126,9,2025-03-05 00:00:00,209.79,10143,United Kingdom
INV50104,ITEM_141,Product Description ITEM_141,6,2025-01-14 00:00:00,154.59,10092,United Kingdom
INV50104,ITEM_149,Product Description ITEM_149,19,2025-03-10 00:00:00,146.35,10098,Germany
INV50105,ITEM_105,Product Description ITEM_105,13,2025-01-05 00:00:00,65.27,10066,United Kingdom
INV50105,ITEM_114,Product Description ITEM_114,3,2025-01-02 00:00:00,189.69,10032,United Kingdom
INV50105,ITEM_129,Product Description ITEM_129,7,2025-01-18 00:00:00,22.71,10086,United Kingdom
INV50106,ITEM_141,Product Description ITEM_141,22,2025-02-07 00:00:00,231.26,10051,United Kingdom
INV50106,ITEM_136,Product Description ITEM_136,9,2025-05-02 00:00:00,83.14,10063,France
CINV50106,ITEM_136,Product Description ITEM_136,-22,2025-03-19 00:00:00,34.12,10125,United Kingdom
INV50107,ITEM_141,Product Description ITEM_141,5,2025-03-23 00:00:00,111.99,10150,Germany
INV50107,ITEM_136,Product Description ITEM_136,10,2025-02-03 00:00:00,13.01,10058,United Kingdom
INV50107,ITEM_134,Product Description ITEM_134,23,2025-01-26 00:00:00,171.94,10058,United Kingdom
INV50108,ITEM_122,Product Description ITEM_122,17,2025-01-28 00:00:00,225.92,10086,United Kingdom
INV50108,ITEM_105,Product Description ITEM_105,12,2025-09-21 00:00:00,209.72,10049,Germany
INV50108,ITEM_103,Product Description ITEM_103,23,2025-01-03 00:00:00,34.02,10070,United Kingdom
INV50109,ITEM_117,Product Description ITEM_117,16,2025-05-02 00:00:00,33.75,10015,USA
INV50109,ITEM_108,Product Description ITEM_108,3,2025-02-21 00:00:00,203.83,10054,United Kingdom
INV50109,ITEM_148,Product Description ITEM_148,22,2025-02-04 00:00:00,231.25,10101,United Kingdom
INV50110,ITEM_128,Product Description ITEM_128,9,2025-03-19 00:00:00,116.52,10008,United Kingdom
INV50110,ITEM_112,Product Description ITEM_112,15,2025-02-10 00:00:00,126.0,10053,USA
INV50110,ITEM_146,Product Description ITEM_146,5,2025-05-05 00:00:00,81.27,10060,Germany
INV50111,ITEM_116,Product Description ITEM_116,23,2025-05-19 00:00:00,223.83,10108,United Kingdom
INV50111,ITEM_144,Product Description ITEM_144,13,2025-02-02 00:00:00,162.11,10005,United Kingdom
INV50111,ITEM_131,Product Description ITEM_131,14,2025-01-20 00:00:00,73.84,10103,United Kingdom
INV50112,ITEM_147,Product Description ITEM_147,20,2025-02-23 00:00:00,76.45,10006,Germany
INV50112,ITEM_121,Product Description ITEM_121,15,2025-05-27 00:00:00,223.07,10109,United Kingdom
INV50112,ITEM_103,Product Description ITEM_103,16,2025-01-15 00:00:00,5.87,10116,France
INV50113,ITEM_104,Product Description ITEM_104,23,2025-02-28 00:00:00,82.37,10094,Spain
INV50113,ITEM_136,Product Description ITEM_136,13,2025-03-01 00:00:00,139.7,10047,United Kingdom
INV50113,ITEM_140,Product Description ITEM_140,17,2025-03-21 00:00:00,39.18,10099,France
INV50114,ITEM_148,Product Description ITEM_148,23,2025-01-09 00:00:00,25.29,10055,United Kingdom
INV50114,ITEM_112,Product Description ITEM_112,8,2025-03-17 00:00:00,204.28,10052,United Kingdom
INV50114,ITEM_133,Product Description ITEM_133,21,2025-05-24 00:00:00,223.87,10144,United Kingdom
INV50115,ITEM_144,Product Description ITEM_144,2,2025-01-12 00:00:00,206.34,10013,United Kingdom
INV50115,ITEM_121,Product Description ITEM_121,5,2025-01-17 00:00:00,224.95,10114,France
INV50115,ITEM_122,Product Description ITEM_122,6,2025-08-02 00:00:00,139.4,10124,United Kingdom
INV50116,ITEM_102,Product Description ITEM_102,12,2025-01-12 00:00:00,203.53,10106,United Kingdom
INV50116,ITEM_141,Product Description ITEM_141,18,2025-04-26 00:00:00,97.55,10147,United Kingdom
INV50116,ITEM_133,Product Description ITEM_133,22,2025-02-10 00:00:00,167.4,10145,United Kingdom
INV50117,ITEM_131,Product Description ITEM_131,22,2025-01-18 00:00:00,247.24,10120,United Kingdom
INV50117,ITEM_144,Product Description ITEM_144,1,2025-05-03 00:00:00,58.37,10063,United Kingdom
INV50117,ITEM_148,Product Description ITEM_148,17,2025-02-05 00:00:00,99.0,10019,United Kingdom
INV50118,ITEM_120,Product Description ITEM_120,11,2025-02-13 00:00:00,121.31,10092,France
INV50118,ITEM_145,Product Description ITEM_145,10,2025-01-27 00:00:00,36.66,10058,France
INV50118,ITEM_143,Product Description ITEM_143,19,2025-02-23 00:00:00,22.56,10090,United Kingdom
INV50119,ITEM_120,Product Description ITEM_120,14,2025-01-11 00:00:00,207.86,10117,France
INV50119,ITEM_143,Product Description ITEM_143,10,2025-01-30 00:00:00,244.26,10062,United Kingdom
INV50119,ITEM_110,Product Description ITEM_110,15,2025-07-29 00:00:00,102.67,10023,United Kingdom
CINV50120,ITEM_138,Product Description ITEM_138,-19,2025-01-18 00:00:00,24.19,10127,United Kingdom
INV50120,ITEM_103,Product Description ITEM_103,4,2025-03-06 00:00:00,18.79,10137,United Kingdom
INV50120,ITEM_100,Product Description ITEM_100,2,2025-01-24 00:00:00,223.1,10140,United Kingdom
INV50121,ITEM_127,Product Description ITEM_127,9,2025-03-31 00:00:00,117.29,10129,Germany
INV50121,ITEM_123,Product Description ITEM_123,10,2025-01-09 00:00:00,81.71,10058,United Kingdom
INV50121,ITEM_134,Product Description ITEM_134,11,2025-07-30 00:00:00,120.42,10122,Germany
INV50122,ITEM_112,Product Description ITEM_112,14,2025-02-06 00:00:00,81.28,10001,United Kingdom
INV50122,ITEM_146,Product Description ITEM_146,7,2025-01-17 00:00:00,123.54,10034,Germany
INV50122,ITEM_133,Product Description ITEM_133,23,2025-01-05 00:00:00,215.24,10096,United Kingdom
INV50123,ITEM_110,Product Description ITEM_110,15,2025-01-12 00:00:00,149.09,10126,United Kingdom
INV50123,ITEM_135,Product Description ITEM_135,22,2025-02-14 00:00:00,174.43,10118,United Kingdom
INV50123,ITEM_116,Product Description ITEM_116,19,2025-01-25 00:00:00,92.76,10048,United Kingdom
INV50124,ITEM_134,Product Description ITEM_134,22,2025-04-16 00:00:00,185.28,10089,United Kingdom
INV50124,ITEM_117,Product Description ITEM_117,15,2025-02-03 00:00:00,167.49,10117,France
INV50124,ITEM_139,Product Description ITEM_139,24,2025-01-18 00:00:00,32.09,10129,United Kingdom
INV50125,ITEM_121,Product Description ITEM_121,8,2025-02-27 00:00:00,144.23,10016,Germany
INV50125,ITEM_123,Product Description ITEM_123,11,2025-03-15 00:00:00,66.04,10069,United Kingdom
INV50125,ITEM_118,Product Description ITEM_118,9,2025-01-11 00:00:00,201.51,10022,France
INV50126,ITEM_136,Product Description ITEM_136,15,2025-01-12 00:00:00,107.92,10093,United Kingdom
INV50126,ITEM_138,Product Description ITEM_138,1,2025-01-03 00:00:00,248.68,10076,United Kingdom
INV50126,ITEM_120,Product Description ITEM_120,1,2025-03-21 00:00:00,25.39,10144,USA
INV50127,ITEM_107,Product Description ITEM_107,19,2025-03-07 00:00:00,195.64,10086,United Kingdom
INV50127,ITEM_127,Product Description ITEM_127,3,2025-02-08 00:00:00,169.24,10029,United Kingdom
INV50127,ITEM_104,Product Description ITEM_104,10,2025-04-22 00:00:00,192.46,10069,United Kingdom
INV50128,ITEM_116,Product Description ITEM_116,8,2025-04-09 00:00:00,78.61,10047,United Kingdom
INV50128,ITEM_136,Product Description ITEM_136,15,2025-02-22 00:00:00,124.28,10094,United Kingdom
INV50128,ITEM_135,Product Description ITEM_135,10,2025-05-02 00:00:00,199.64,10144,Germany
INV50129,ITEM_118,Product Description ITEM_118,1,2025-01-14 00:00:00,60.05,10085,United Kingdom
INV50129,ITEM_126,Product Description ITEM_126,18,2025-01-08 00:00:00,58.44,10039,United Kingdom
INV50129,ITEM_133,Product Description ITEM_133,2,2025-01-19 00:00:00,138.89,10100,United Kingdom
INV50130,ITEM_110,Product Description ITEM_110,19,2025-01-04 00:00:00,132.08,10033,United Kingdom
INV50130,ITEM_144,Product Description ITEM_144,13,2025-02-15 00:00:00,72.36,10101,United Kingdom
INV50130,ITEM_146,Product Description ITEM_146,22,2025-06-15 00:00:00,76.27,10023,France
INV50131,ITEM_111,Product Description ITEM_111,1,2025-01-03 00:00:00,71.27,10010,United Kingdom
INV50131,ITEM_120,Product Description ITEM_120,2,2025-01-08 00:00:00,193.45,10069,France
INV50131,ITEM_110,Product Description ITEM_110,16,2025-02-06 00:00:00,163.85,10100,United Kingdom
INV50132,ITEM_138,Product Description ITEM_138,15,2025-06-12 00:00:00,208.52,10034,United Kingdom
INV50132,ITEM_127,Product Description ITEM_127,13,2025-01-23 00:00:00,243.93,10138,United Kingdom
INV50132,ITEM_104,Product Description ITEM_104,16,2025-02-12 00:00:00,119.86,10147,United Kingdom
INV50133,ITEM_116,Product Description ITEM_116,17,2025-01-03 00:00:00,19.01,10096,United Kingdom
CINV50133,ITEM_119,Product Description ITEM_119,-21,2025-01-10 00:00:00,14.4,10001,United Kingdom
INV50133,ITEM_140,Product Description ITEM_140,7,2025-09-16 00:00:00,75.68,10069,France
INV50134,ITEM_145,Product Description ITEM_145,24,2025-07-21 00:00:00,233.3,10004,United Kingdom
INV50134,ITEM_111,Product Description ITEM_111,17,2025-01-01 00:00:00,132.0,10016,Germany
INV50134,ITEM_105,Product Description ITEM_105,7,2025-07-01 00:00:00,69.77,10024,United Kingdom
INV50135,ITEM_116,Product Description ITEM_116,13,2025-03-03 00:00:00,101.29,10080,USA
INV50135,ITEM_118,Product Description ITEM_118,5,2025-05-02 00:00:00,150.65,10002,Germany
INV50135,ITEM_125,Product Description ITEM_125,17,2025-02-06 00:00:00,164.11,10128,United Kingdom
INV50136,ITEM_147,Product Description ITEM_147,3,2025-02-13 00:00:00,40.6,10084,Germany
INV50136,ITEM_143,Product Description ITEM_143,7,2025-02-10 00:00:00,244.32,10140,United Kingdom
INV50136,ITEM_143,Product Description ITEM_143,17,2025-03-07 00:00:00,137.33,10124,Germany
INV50137,ITEM_131,Product Description ITEM_131,7,2025-01-10 00:00:00,36.08,10033,United Kingdom
INV50137,ITEM_105,Product Description ITEM_105,21,2025-01-02 00:00:00,223.67,10101,United Kingdom
INV50137,ITEM_135,Product Description ITEM_135,1,2025-01-23 00:00:00,20.97,10012,Germany
INV50138,ITEM_137,Product Description ITEM_137,17,2025-03-15 00:00:00,227.16,10067,United Kingdom
INV50138,ITEM_110,Product Description ITEM_110,17,2025-01-14 00:00:00,249.15,10065,United Kingdom
INV50138,ITEM_132,Product Description ITEM_132,11,2025-03-09 00:00:00,175.86,10074,France
INV50139,ITEM_123,Product Description ITEM_123,3,2025-07-30 00:00:00,193.19,10043,United Kingdom
INV50139,ITEM_122,Product Description ITEM_122,15,2025-01-06 00:00:00,85.98,10044,United Kingdom
INV50139,ITEM_114,Product Description ITEM_114,21,2025-03-08 00:00:00,235.54,10029,United Kingdom
INV50140,ITEM_126,Product Description ITEM_126,11,2025-02-05 00:00:00,133.6,10141,United Kingdom
INV50140,ITEM_110,Product Description ITEM_110,16,2025-05-02 00:00:00,183.77,10012,Spain
INV50140,ITEM_149,Product Description ITEM_149,22,2025-01-12 00:00:00,231.22,10095,United Kingdom
INV50141,ITEM_116,Product Description ITEM_116,9,2025-03-12 00:00:00,243.86,10046,United Kingdom
INV50141,ITEM_113,Product Description ITEM_113,24,2025-04-20 00:00:00,208.72,10130,United Kingdom
INV50141,ITEM_126,Product Description ITEM_126,24,2025-06-23 00:00:00,77.5,10035,France
INV50142,ITEM_117,Product Description ITEM_117,1,2025-03-10 00:00:00,241.72,10081,United Kingdom
INV50142,ITEM_127,Product Description ITEM_127,22,2025-02-11 00:00:00,157.96,10090,United Kingdom
INV50142,ITEM_146,Product Description ITEM_146,16,2025-02-27 00:00:00,232.83,10008,USA
INV50143,ITEM_146,Product Description ITEM_146,9,2025-05-02 00:00:00,169.84,10093,United Kingdom
INV50143,ITEM_103,Product Description ITEM_103,19,2025-02-20 00:00:00,78.54,10090,United Kingdom
INV50143,ITEM_106,Product Description ITEM_106,12,2025-01-02 00:00:00,94.08,10115,United Kingdom
INV50144,ITEM_144,Product Description ITEM_144,19,2025-06-10 00:00:00,138.74,10105,United Kingdom
INV50144,ITEM_134,Product Description ITEM_134,22,2025-03-12 00:00:00,198.03,10135,United Kingdom
INV50144,ITEM_147,Product Description ITEM_147,9,2025-03-09 00:00:00,81.2,10058,United Kingdom
INV50145,ITEM_108,Product Description ITEM_108,7,2025-01-15 00:00:00,145.98,10114,France
INV50145,ITEM_107,Product Description ITEM_107,14,2025-03-06 00:00:00,88.04,10075,United Kingdom
INV50145,ITEM_144,Product Description ITEM_144,19,2025-01-31 00:00:00,204.4,10120,Germany
INV50146,ITEM_116,Product Description ITEM_116,19,2025-03-05 00:00:00,118.02,10021,United Kingdom
INV50146,ITEM_116,Product Description ITEM_116,2,2025-01-07 00:00:00,21.49,10138,Germany
CINV50146,ITEM_148,Product Description ITEM_148,-9,2025-03-06 00:00:00,43.6,10101,Germany
INV50147,ITEM_132,Product Description ITEM_132,13,2026-03-23 00:00:00,17.62,10099,United Kingdom
INV50147,ITEM_131,Product Description ITEM_131,15,2025-01-03 00:00:00,126.08,10036,United Kingdom
INV50147,ITEM_107,Product Description ITEM_107,3,2025-08-15 00:00:00,28.82,10096,United Kingdom
INV50148,ITEM_118,Product Description ITEM_118,11,2025-02-01 00:00:00,30.75,10037,France
INV50148,ITEM_137,Product Description ITEM_137,21,2025-05-03 00:00:00,235.41,10012,France
INV50148,ITEM_102,Product Description ITEM_102,14,2025-04-02 00:00:00,218.48,10113,United Kingdom
INV50149,ITEM_104,Product Description ITEM_104,8,2025-02-20 00:00:00,114.39,10013,United Kingdom
INV50149,ITEM_112,Product Description ITEM_112,18,2025-03-22 00:00:00,246.49,10023,United Kingdom
INV50149,ITEM_146,Product Description ITEM_146,19,2025-05-07 00:00:00,2.55,10099,Germany
INV50150,ITEM_145,Product Description ITEM_145,16,2025-02-01 00:00:00,154.46,10105,United Kingdom
INV50150,ITEM_130,Product Description ITEM_130,2,2025-01-24 00:00:00,155.07,10030,United Kingdom
INV50150,ITEM_115,Product Description ITEM_115,8,2025-03-08 00:00:00,115.72,10017,United Kingdom
INV50151,ITEM_149,Product Description ITEM_149,22,2025-04-09 00:00:00,100.74,10113,United Kingdom
INV50151,ITEM_131,Product Description ITEM_131,6,2025-03-28 00:00:00,115.21,10062,Germany
INV50151,ITEM_121,Product Description ITEM_121,12,2025-04-06 00:00:00,105.2,10084,United Kingdom
INV50152,ITEM_128,Product Description ITEM_128,15,2025-02-04 00:00:00,183.3,10112,United Kingdom
INV50152,ITEM_121,Product Description ITEM_121,8,2025-04-13 00:00:00,36.0,10086,United Kingdom
INV50152,ITEM_142,Product Description ITEM_142,4,2025-01-08 00:00:00,51.42,10141,United Kingdom
INV50153,ITEM_102,Product Description ITEM_102,15,2025-02-17 00:00:00,47.18,10019,United Kingdom
INV50153,ITEM_109,Product Description ITEM_109,20,2025-01-01 00:00:00,67.46,10100,Spain
INV50153,ITEM_141,Product Description ITEM_141,17,2025-01-24 00:00:00,132.5,10140,Germany
INV50154,ITEM_120,Product Description ITEM_120,13,2025-01-28 00:00:00,30.02,10147,United Kingdom
INV50154,ITEM_115,Product Description ITEM_115,18,2025-01-31 00:00:00,217.37,10076,United Kingdom
INV50154,ITEM_111,Product Description ITEM_111,2,2025-03-13 00:00:00,76.1,10009,France
INV50155,ITEM_101,Product Description ITEM_101,13,2025-01-30 00:00:00,42.73,10028,United Kingdom
INV50155,ITEM_140,Product Description ITEM_140,13,2025-02-05 00:00:00,169.72,10128,United Kingdom
INV50155,ITEM_123,Product Description ITEM_123,22,2025-01-17 00:00:00,11.93,10052,France
INV50156,ITEM_134,Product Description ITEM_134,15,2025-01-29 00:00:00,155.94,10083,France
INV50156,ITEM_129,Product Description ITEM_129,20,2025-01-16 00:00:00,175.3,10111,Spain
INV50156,ITEM_129,Product Description ITEM_129,10,2025-01-05 00:00:00,55.69,10144,USA
INV50157,ITEM_146,Product Description ITEM_146,3,2025-02-25 00:00:00,12.89,10117,France
INV50157,ITEM_134,Product Description ITEM_134,19,2025-03-08 00:00:00,92.5,10069,United Kingdom
INV50157,ITEM_118,Product Description ITEM_118,3,2025-02-27 00:00:00,26.9,10099,United Kingdom
INV50158,ITEM_149,Product Description ITEM_149,22,2025-02-07 00:00:00,31.33,10140,United Kingdom
INV50158,ITEM_107,Product Description ITEM_107,14,2025-01-29 00:00:00,65.43,10025,United Kingdom
INV50158,ITEM_125,Product Description ITEM_125,8,2025-04-30 00:00:00,75.63,10123,United Kingdom
INV50159,ITEM_148,Product Description ITEM_148,23,2025-02-13 00:00:00,133.67,10053,United Kingdom
INV50159,ITEM_139,Product Description ITEM_139,4,2025-02-09 00:00:00,170.4,10144,United Kingdom
INV50159,ITEM_106,Product Description ITEM_106,20,2025-01-02 00:00:00,149.21,10057,United Kingdom
CINV50160,ITEM_129,Product Description ITEM_129,-11,2025-01-26 00:00:00,39.22,10039,United Kingdom
INV50160,ITEM_106,Product Description ITEM_106,11,2025-01-29 00:00:00,45.09,10109,United Kingdom
INV50160,ITEM_102,Product Description ITEM_102,11,2025-01-31 00:00:00,220.0,10042,United Kingdom
INV50161,ITEM_100,Product Description ITEM_100,2,2025-02-22 00:00:00,140.69,10142,Germany
INV50161,ITEM_135,Product Description ITEM_135,17,2025-02-15 00:00:00,217.81,10122,United Kingdom
INV50161,ITEM_124,Product Description ITEM_124,9,2025-02-26 00:00:00,94.46,10133,United Kingdom
INV50162,ITEM_136,Product Description ITEM_136,2,2025-03-28 00:00:00,154.56,10075,Germany
INV50162,ITEM_100,Product Description ITEM_100,24,2025-04-11 00:00:00,132.11,10146,United Kingdom
INV50162,ITEM_114,Product Description ITEM_114,15,2025-03-17 00:00:00,81.48,10076,United Kingdom
INV50163,ITEM_136,Product Description ITEM_136,16,2025-07-06 00:00:00,118.8,10009,United Kingdom
INV50163,ITEM_112,Product Description ITEM_112,4,2025-01-02 00:00:00,126.87,10074,United Kingdom
INV50163,ITEM_139,Product Description ITEM_139,8,2025-01-14 00:00:00,52.19,10145,USA
INV50164,ITEM_107,Product Description ITEM_107,9,2025-01-01 00:00:00,80.47,10007,United Kingdom
INV50164,ITEM_104,Product Description ITEM_104,5,2025-03-04 00:00:00,198.37,10141,United Kingdom
INV50164,ITEM_108,Product Description ITEM_108,16,2025-05-17 00:00:00,229.16,10137,United Kingdom
INV50165,ITEM_100,Product Description ITEM_100,13,2025-01-17 00:00:00,91.55,10027,United Kingdom
INV50165,ITEM_135,Product Description ITEM_135,7,2025-06-07 00:00:00,78.48,10122,United Kingdom
INV50165,ITEM_134,Product Description ITEM_134,20,2025-01-04 00:00:00,50.81,10005,United Kingdom
INV50166,ITEM_101,Product Description ITEM_101,17,2025-06-13 00:00:00,170.43,10029,United Kingdom
INV50166,ITEM_139,Product Description ITEM_139,3,2025-01-26 00:00:00,82.47,10083,United Kingdom
INV50166,ITEM_122,Product Description ITEM_122,5,2025-01-07 00:00:00,246.97,10136,United Kingdom
INV50167,ITEM_108,Product Description ITEM_108,19,2025-02-09 00:00:00,83.11,10109,United Kingdom
INV50167,ITEM_133,Product Description ITEM_133,12,2025-01-18 00:00:00,100.05,10065,United Kingdom
INV50167,ITEM_145,Product Description ITEM_145,7,2025-01-21 00:00:00,151.83,10086,France
INV50168,ITEM_113,Product Description ITEM_113,9,2025-01-23 00:00:00,200.92,10145,United Kingdom
INV50168,ITEM_103,Product Description ITEM_103,6,2025-04-08 00:00:00,118.71,10071,United Kingdom
INV50168,ITEM_129,Product Description ITEM_129,17,2025-02-16 00:00:00,107.11,10045,United Kingdom
INV50169,ITEM_130,Product Description ITEM_130,16,2025-01-23 00:00:00,248.92,10132,United Kingdom
INV50169,ITEM_137,Product Description ITEM_137,23,2025-02-26 00:00:00,5.1,10036,Germany
INV50169,ITEM_110,Product Description ITEM_110,3,2025-03-17 00:00:00,224.03,10070,United Kingdom
INV50170,ITEM_134,Product Description ITEM_134,21,2025-01-20 00:00:00,39.41,10019,France
INV50170,ITEM_107,Product Description ITEM_107,4,2025-02-02 00:00:00,197.02,10108,United Kingdom
INV50170,ITEM_102,Product Description ITEM_102,10,2025-01-08 00:00:00,155.44,10091,France
INV50171,ITEM_113,Product Description ITEM_113,5,2025-01-12 00:00:00,87.11,10090,United Kingdom
INV50171,ITEM_112,Product Description ITEM_112,21,2025-03-10 00:00:00,218.78,10019,France
INV50171,ITEM_144,Product Description ITEM_144,22,2025-01-13 00:00:00,5.69,10039,United Kingdom
INV50172,ITEM_131,Product Description ITEM_131,10,2025-02-14 00:00:00,58.61,10126,United Kingdom
INV50172,ITEM_133,Product Description ITEM_133,12,2025-03-16 00:00:00,142.81,10141,United Kingdom
INV50172,ITEM_144,Product Description ITEM_144,10,2025-01-07 00:00:00,89.51,10126,United Kingdom
INV50173,ITEM_118,Product Description ITEM_118,13,2025-02-20 00:00:00,153.57,10058,Spain
CINV50173,ITEM_137,Product Description ITEM_137,-11,2025-01-18 00:00:00,8.47,10148,United Kingdom
INV50173,ITEM_115,Product Description ITEM_115,22,2025-07-17 00:00:00,31.32,10061,United Kingdom
INV50174,ITEM_101,Product Description ITEM_101,16,2025-02-09 00:00:00,33.96,10127,United Kingdom
INV50174,ITEM_139,Product Description ITEM_139,8,2025-04-09 00:00:00,49.35,10105,United Kingdom
INV50174,ITEM_116,Product Description ITEM_116,8,2025-02-17 00:00:00,116.18,10001,United Kingdom
INV50175,ITEM_133,Product Description ITEM_133,8,2025-01-03 00:00:00,188.65,10131,United Kingdom
INV50175,ITEM_141,Product Description ITEM_141,13,2025-03-02 00:00:00,226.62,10092,United Kingdom
INV50175,ITEM_115,Product Description ITEM_115,2,2025-07-01 00:00:00,209.25,10113,USA
INV50176,ITEM_137,Product Description ITEM_137,12,2025-02-25 00:00:00,51.23,10056,United Kingdom
INV50176,ITEM_101,Product Description ITEM_101,10,2025-04-13 00:00:00,111.68,10117,United Kingdom
INV50176,ITEM_101,Product Description ITEM_101,12,2025-05-10 00:00:00,51.85,10134,Germany
INV50177,ITEM_125,Product Description ITEM_125,11,2025-01-16 00:00:00,67.96,10058,United Kingdom
INV50177,ITEM_112,Product Description ITEM_112,15,2025-01-15 00:00:00,127.13,10044,United Kingdom
INV50177,ITEM_146,Product Description ITEM_146,16,2025-02-26 00:00:00,19.36,10061,United Kingdom
INV50178,ITEM_130,Product Description ITEM_130,17,2025-02-01 00:00:00,56.5,10047,United Kingdom
INV50178,ITEM_133,Product Description ITEM_133,2,2025-04-20 00:00:00,234.01,10149,United Kingdom
INV50178,ITEM_138,Product Description ITEM_138,18,2025-05-19 00:00:00,117.86,10080,France
INV50179,ITEM_102,Product Description ITEM_102,12,2025-01-27 00:00:00,112.73,10118,United Kingdom
INV50179,ITEM_107,Product Description ITEM_107,19,2025-01-17 00:00:00,6.11,10147,United Kingdom
INV50179,ITEM_122,Product Description ITEM_122,23,2025-04-01 00:00:00,63.73,10020,France
INV50180,ITEM_113,Product Description ITEM_113,18,2025-01-20 00:00:00,216.91,10146,Spain
INV50180,ITEM_126,Product Description ITEM_126,17,2025-04-14 00:00:00,43.25,10047,United Kingdom
INV50180,ITEM_128,Product Description ITEM_128,6,2025-02-03 00:00:00,105.24,10049,United Kingdom
INV50181,ITEM_138,Product Description ITEM_138,15,2025-03-08 00:00:00,6.05,10014,United Kingdom
INV50181,ITEM_138,Product Description ITEM_138,3,2025-01-07 00:00:00,120.89,10143,USA
INV50181,ITEM_100,Product Description ITEM_100,6,2025-02-28 00:00:00,7.7,10001,France
INV50182,ITEM_116,Product Description ITEM_116,3,2025-02-06 00:00:00,205.35,10117,United Kingdom
